INSERT INTO City (Name) 
VALUES
('Zagreb'),
('Split'),
('Rijeka'),
('Osijek'),
('Zadar'),
('Dubrovnik'),
('Pula'),
('Šibenik'),
('Varaždin'),
('Karlovac'),
('Berlin'),
('Munchen'),
('Hamburg'),
('Frankfurt'),
('Köln');

insert into restaurant (name, CityId, NumberOfTables, OpeningTime, ClosingTime, hasdelivery) values ('Bistro Riverside', 15, 6, '10:30:00', '23:30:00', true);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8230 Vera Place', '2023-08-06', '697', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2397 Spenser Plaza', '2023-09-05', '652', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('99626 Oak Place', '2023-08-09', '890', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7774 Golf Course Alley', '2023-11-12', '66', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('92324 Loeprich Park', '2023-07-19', '155', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('65 Mallory Trail', '2024-10-17', '106', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('128 Atwood Hill', '2023-03-18', '290', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('50569 Declaration Road', '2024-02-05', '70', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9885 Pond Street', '2024-09-05', '83', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('82224 Amoth Point', '2023-07-28', '361', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0469 Goodland Avenue', '2022-12-14', '285', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('870 Village Junction', '2023-03-08', '69', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('64570 Walton Avenue', '2024-02-15', '647', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('112 Bay Trail', '2024-01-10', '459', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Hoepker Terrace', '2023-05-26', '436', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('035 Express Way', '2023-02-08', '663', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('19216 Golf Course Way', '2024-02-02', '486', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('807 Morning Center', '2023-12-17', '676', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2418 Paget Court', '2024-07-27', '848', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0 Pennsylvania Hill', '2023-04-29', '29', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('56 Towne Avenue', '2024-09-09', '435', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0459 Valley Edge Plaza', '2023-06-16', '802', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('224 Maywood Drive', '2023-06-06', '294', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('23 Kinsman Parkway', '2023-11-04', '521', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7827 Beilfuss Alley', '2023-05-22', '864', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('33 Bashford Center', '2023-09-27', '863', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8019 Longview Alley', '2024-08-30', '257', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5 Algoma Center', '2023-12-29', '847', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('77 Dahle Center', '2023-12-18', '195', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('35712 Sunnyside Alley', '2023-10-09', '988', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('44 Kenwood Circle', '2023-04-19', '938', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('85 Talmadge Junction', '2023-11-17', '118', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Marcy Court', '2024-07-25', '513', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6422 Shopko Junction', '2023-05-21', '77', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('642 Sunfield Trail', '2024-08-10', '468', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Havey Crossing', '2024-04-17', '745', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Coleman Point', '2023-04-11', '125', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('33277 Coleman Crossing', '2022-12-14', '936', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1161 Mallory Trail', '2023-03-26', '884', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('198 Di Loreto Lane', '2023-05-02', '677', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('47 Pennsylvania Parkway', '2024-05-04', '947', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2 Transport Trail', '2024-03-13', '583', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('846 Grasskamp Avenue', '2024-10-12', '76', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('85639 Blaine Point', '2023-06-18', '15', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('512 Washington Park', '2023-09-21', '73', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('71232 Columbus Terrace', '2024-10-09', '786', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Bunker Hill Pass', '2024-05-28', '481', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Summit Center', '2023-07-19', '776', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('342 Forster Court', '2024-09-09', '479', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('00 Brickson Park Parkway', '2024-06-28', '103', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0305 Elgar Crossing', '2023-12-31', '537', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('97179 Ruskin Road', '2024-03-30', '641', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('131 Oxford Drive', '2024-04-07', '794', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('611 Bluestem Hill', '2024-03-24', '352', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0398 Vernon Park', '2023-07-18', '342', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('34 Porter Alley', '2023-08-02', '518', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('56042 Rigney Crossing', '2023-08-01', '819', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('218 Sage Plaza', '2024-12-02', '630', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2059 Loomis Parkway', '2024-05-05', '332', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('4166 Victoria Circle', '2023-07-24', '388', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 American Circle', '2023-10-16', '638', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('27 Maryland Court', '2023-02-22', '573', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('27240 Talisman Plaza', '2024-11-23', '116', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('11 David Plaza', '2024-10-30', '380', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6746 Bartillon Avenue', '2024-10-28', '957', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('46304 Ilene Way', '2023-01-22', '246', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2 Summerview Avenue', '2023-02-25', '418', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('97795 3rd Alley', '2024-09-29', '98', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('38622 Ridgeview Place', '2024-05-04', '57', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2725 Bellgrove Place', '2024-09-02', '955', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('63 Surrey Pass', '2024-01-08', '826', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5 Oak Valley Lane', '2024-11-10', '731', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0 Cody Alley', '2023-07-14', '17', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Darwin Center', '2023-12-14', '761', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('35974 Rowland Alley', '2023-12-31', '190', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('55 Artisan Road', '2023-02-12', '302', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0480 Tony Parkway', '2023-06-30', '633', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6403 Stuart Lane', '2023-11-16', '316', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('4 Fulton Center', '2023-07-28', '413', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7751 Bobwhite Street', '2024-04-10', '409', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('959 Southridge Crossing', '2023-11-26', '801', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0 Fieldstone Lane', '2024-07-06', '320', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2 Sheridan Point', '2024-05-30', '534', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('410 Knutson Parkway', '2023-07-12', '250', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('3903 Bartelt Plaza', '2024-09-15', '735', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8012 Talmadge Alley', '2024-11-27', '756', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('241 Lillian Parkway', '2024-01-09', '192', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5912 Ridgeview Way', '2024-03-18', '698', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('456 Bashford Terrace', '2023-01-18', '752', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2 Northfield Trail', '2024-07-11', '763', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5312 Logan Street', '2023-09-25', '646', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7075 Prairieview Crossing', '2024-03-12', '59', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('26020 Fisk Circle', '2024-09-18', '962', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5416 Mallard Drive', '2023-01-10', '574', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('61 Lawn Center', '2024-06-27', '821', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('17 Derek Hill', '2023-02-09', '923', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('99815 Fairview Junction', '2024-02-01', '565', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('90080 Spenser Point', '2023-07-18', '627', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Annamark Junction', '2023-06-12', '929', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('02558 Heffernan Plaza', '2023-05-21', '903', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8206 Susan Way', '2023-03-15', '625', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('31 Canary Plaza', '2023-01-10', '759', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('74561 Debs Avenue', '2023-07-13', '811', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('216 Dixon Street', '2024-02-29', '318', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('94209 Pine View Plaza', '2023-02-04', '969', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('3 Clemons Plaza', '2024-05-28', '700', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('90738 Orin Hill', '2022-12-08', '711', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('72 Kinsman Junction', '2023-01-02', '963', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('494 Stang Avenue', '2023-02-17', '280', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6181 Vidon Hill', '2024-03-23', '916', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('83 Sherman Place', '2023-08-23', '857', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('393 Gerald Park', '2024-07-17', '556', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Randy Point', '2022-12-26', '956', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Monument Trail', '2023-05-11', '149', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('47936 Stone Corner Hill', '2023-08-25', '400', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('206 Warrior Parkway', '2024-05-25', '4', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('38 Lakewood Lane', '2024-03-06', '893', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('158 3rd Road', '2024-11-26', '138', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('3 Susan Alley', '2023-01-05', '72', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Arrowood Park', '2024-03-18', '385', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('73 Forest Run Hill', '2023-09-08', '313', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6 Sage Circle', '2024-04-04', '9', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2 Doe Crossing Terrace', '2024-11-08', '943', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('746 Calypso Street', '2024-10-04', '996', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('736 Swallow Junction', '2023-09-08', '199', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5265 Prairie Rose Alley', '2024-03-01', '793', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('76 Birchwood Center', '2023-01-24', '369', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('546 Bayside Junction', '2024-06-30', '343', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('94 7th Circle', '2024-02-17', '91', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('72 Goodland Avenue', '2022-12-12', '449', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1558 Rusk Junction', '2023-04-12', '799', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('75440 Sutteridge Place', '2023-12-02', '376', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('48 Porter Drive', '2023-05-08', '485', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('79015 Chinook Parkway', '2024-04-15', '973', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('962 Vidon Trail', '2023-07-11', '773', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('74313 Onsgard Center', '2023-02-08', '841', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9 South Road', '2024-06-10', '557', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('93 Park Meadow Pass', '2022-12-05', '546', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2 Toban Terrace', '2024-09-12', '297', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9640 Upham Avenue', '2024-11-11', '982', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0 Dwight Court', '2024-11-13', '383', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('401 Gateway Center', '2023-04-09', '640', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('41870 Boyd Trail', '2023-05-15', '604', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6635 Schlimgen Way', '2023-06-11', '516', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5 Havey Junction', '2023-12-17', '804', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('259 Nancy Court', '2023-08-25', '39', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('721 Walton Place', '2023-02-28', '796', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('111 Bay Lane', '2024-02-08', '524', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6 Bunker Hill Hill', '2022-12-16', '657', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('44465 Dennis Park', '2024-08-25', '678', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('73411 Springs Circle', '2024-01-11', '628', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7230 Cottonwood Park', '2023-05-04', '624', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7386 Darwin Lane', '2023-05-06', '830', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('877 Summer Ridge Point', '2023-04-20', '714', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('4743 Ridgeway Pass', '2023-06-19', '209', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('531 North Hill', '2024-10-19', '181', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('638 American Ash Way', '2024-01-29', '685', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('80395 Bonner Junction', '2024-09-07', '340', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0213 Lighthouse Bay Place', '2024-10-14', '623', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Forest Run Lane', '2023-03-15', '979', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('77216 Ronald Regan Plaza', '2024-09-15', '510', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Buena Vista Lane', '2023-01-08', '430', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('65 Swallow Circle', '2023-09-01', '507', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('183 Macpherson Point', '2023-04-24', '833', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0 Holy Cross Junction', '2024-06-02', '350', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('50 Pearson Way', '2023-09-15', '228', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('99973 Clarendon Junction', '2024-03-15', '548', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Doe Crossing Pass', '2023-05-06', '771', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('31 Armistice Lane', '2024-08-10', '303', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Redwing Trail', '2024-03-18', '427', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1075 Buena Vista Crossing', '2023-01-03', '746', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5888 Sloan Junction', '2023-04-09', '994', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('317 Barnett Parkway', '2024-02-27', '675', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1055 Thompson Park', '2024-10-06', '315', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('34 Arizona Terrace', '2024-04-06', '321', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('594 Manufacturers Lane', '2023-07-10', '148', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('719 Arkansas Lane', '2024-10-03', '703', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Mccormick Hill', '2024-07-31', '742', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('34543 Kings Park', '2023-12-29', '952', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('67 Roxbury Point', '2023-12-31', '74', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('2832 Del Mar Road', '2023-07-21', '961', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('651 Blaine Trail', '2023-02-02', '298', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('24 Magdeline Alley', '2023-05-24', '549', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9 Warbler Alley', '2023-03-05', '452', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Superior Point', '2023-08-16', '111', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Bultman Center', '2023-06-28', '362', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('21092 Crescent Oaks Street', '2024-06-19', '653', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Springs Avenue', '2023-11-11', '736', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('84 Blaine Alley', '2022-12-25', '807', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('579 Menomonie Pass', '2024-06-02', '760', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('4080 School Court', '2024-06-08', '84', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Schlimgen Point', '2024-09-22', '64', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Boyd Drive', '2023-10-31', '158', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1625 Jackson Lane', '2024-09-28', '530', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0 Green Trail', '2023-10-03', '204', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('81602 Kingsford Junction', '2024-04-27', '144', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6 Southridge Lane', '2023-04-06', '312', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6320 Schurz Center', '2023-10-25', '425', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('08339 Village Lane', '2022-12-16', '850', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('64 Annamark Center', '2024-02-11', '514', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9325 Brown Parkway', '2024-02-28', '140', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('6 Fremont Park', '2024-07-30', '876', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('65098 Morning Park', '2023-08-31', '552', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Superior Court', '2023-08-08', '680', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('319 Pearson Avenue', '2024-11-17', '470', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('72 Prentice Drive', '2023-12-23', '213', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('909 Thackeray Road', '2022-12-24', '25', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('430 Judy Terrace', '2024-09-12', '338', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Golf Course Terrace', '2024-05-21', '868', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Rowland Park', '2023-07-20', '959', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0907 Bartelt Pass', '2024-10-25', '770', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('152 Caliangt Terrace', '2024-10-15', '601', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9593 Nelson Center', '2024-02-09', '395', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8417 Vermont Pass', '2024-05-30', '517', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('70 Maryland Place', '2022-12-04', '622', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('688 Reindahl Crossing', '2022-12-28', '580', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('03352 Independence Terrace', '2024-02-29', '328', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('01021 Anniversary Parkway', '2024-06-27', '445', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('59203 Ludington Terrace', '2023-06-26', '710', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('291 Daystar Park', '2024-06-15', '581', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Manley Crossing', '2024-04-04', '119', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('3 Beilfuss Point', '2023-03-23', '11', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('82193 Crest Line Circle', '2023-07-14', '945', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('716 Glendale Way', '2024-02-03', '220', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('0653 Ruskin Place', '2024-10-25', '89', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('51 Crowley Drive', '2023-04-01', '886', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Union Terrace', '2023-03-14', '237', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8802 Eastwood Street', '2023-11-04', '50', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('3415 Lakewood Pass', '2024-11-22', '810', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('9 Sauthoff Trail', '2023-01-11', '616', 8);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('7 Pawling Junction', '2024-01-29', '333', 486);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8 Roth Pass', '2023-10-07', '995', 543);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('8768 Weeping Birch Drive', '2023-09-13', '410', 431);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('5 Forster Avenue', '2023-01-17', '80', 9);
insert into delivery (deliveryaddress, deliverytime, orderid, delivererid) values ('1 Orin Parkway', '2023-03-23', '901', 9);
